49948,Anniston-Oxford,MT0111500000000,Alabama,AL
96825,Auburn-Opelika,MT0112220000000,Alabama,AL
571075,Birmingham,MT0113820000000,Alabama,AL
117329,Daphne-Fairhope-Foley,MT0119300000000,Alabama,AL
77391,Decatur,MT0119460000000,Alabama,AL
68323,Dothan,MT0120020000000,Alabama,AL
70196,Florence-Muscle Shoals,MT0122520000000,Alabama,AL
42367,Gadsden,MT0123460000000,Alabama,AL
279687,Huntsville,MT0126620000000,Alabama,AL
188783,Mobile,MT0133660000000,Alabama,AL
179641,Montgomery,MT0133860000000,Alabama,AL
127040,Tuscaloosa,MT0146220000000,Alabama,AL
204581,Anchorage,MT0211260000000,Alaska,AK
46636,Fairbanks-College,MT0221820000000,Alaska,AK
75342,Flagstaff,MT0422380000000,Arizona,AZ
87428,Lake Havasu City-Kingman,MT0429420000000,Arizona,AZ
2717204,Phoenix-Mesa-Chandler,MT0438060000000,Arizona,AZ
105948,Prescott Valley-Prescott,MT0439150000000,Arizona,AZ
47445,Sierra Vista-Douglas,MT0443420000000,Arizona,AZ
494737,Tucson,MT0446060000000,Arizona,AZ
97591,Yuma,MT0449740000000,Arizona,AZ
309121,Fayetteville-Springdale-Rogers,MT0522220000000,Arkansas,AR
101906,Fort Smith,MT0522900000000,Arkansas,AR
43275,Hot Springs,MT0526300000000,Arkansas,AR
66749,Jonesboro,MT0527860000000,Arkansas,AR
382134,Little Rock-North Little Rock-Conway,MT0530780000000,Arkansas,AR
407741,Bakersfield-Delano,MT0612540000000,California,CA
91978,Chico,MT0617020000000,California,CA
73554,El Centro,MT0620940000000,California,CA
540283,Fresno,MT0623420000000,California,CA
58893,Hanford-Corcoran,MT0625260000000,California,CA
6713121,Los Angeles-Long Beach-Anaheim,MT0631080000000,California,CA
120431,Merced,MT0632900000000,California,CA
256829,Modesto,MT0633700000000,California,CA
73769,Napa,MT0634900000000,California,CA
418568,Oxnard-Thousand Oaks-Ventura,MT0637100000000,California,CA
79863,Redding,MT0639820000000,California,CA
2235390,Riverside-San Bernardino-Ontario,MT0640140000000,California,CA
1183082,Sacramento-Roseville-Folsom,MT0640900000000,California,CA
212934,Salinas,MT0641500000000,California,CA
1652159,San Diego-Chula Vista-Carlsbad,MT0641740000000,California,CA
2492407,San Francisco-Oakland-Fremont,MT0641860000000,California,CA
1055546,San Jose-Sunnyvale-Santa Clara,MT0641940000000,California,CA
130100,San Luis Obispo-Paso Robles,MT0642020000000,California,CA
134211,Santa Cruz-Watsonville,MT0642100000000,California,CA
216900,Santa Maria-Santa Barbara,MT0642200000000,California,CA
245242,Santa Rosa-Petaluma,MT0642220000000,California,CA
373011,Stockton-Lodi,MT0644700000000,California,CA
215646,Vallejo,MT0646700000000,California,CA
221082,Visalia,MT0647300000000,California,CA
81326,Yuba City,MT0649700000000,California,CA
193211,Boulder,MT0814500000000,Colorado,CO
396607,Colorado Springs,MT0817820000000,Colorado,CO
1775363,Denver-Aurora-Centennial,MT0819740000000,Colorado,CO
207206,Fort Collins-Loveland,MT0822660000000,Colorado,CO
80541,Grand Junction,MT0824300000000,Colorado,CO
177576,Greeley,MT0824540000000,Colorado,CO
73723,Pueblo,MT0839380000000,Colorado,CO
518416,Bridgeport-Stamford-Danbury,MT0914860000000,Connecticut,CT
616612,Hartford-West Hartford-East Hartford,MT0925540000000,Connecticut,CT
318908,New Haven,MT0935300000000,Connecticut,CT
